"var_1","var_2","var_3","var_4","var_5","var_6","var_7","var_8","var_9","var_10","var_11","var_12","SpO2"
"0.027229922530655","0.033004750660488","0.050868484462874","0.019680673451754","0.026126761301583","0.019613379318412","0.055940524784689","0.014418659788505","0.026121423468442","0.022127659556869","0.053181385049481","0.016126893140668","96.3"
"0.026255901166081","0.031949851811185","0.049450363549733","0.015482928520066","0.026656699974893","0.022346540825224","0.054031298158211","0.014854727670812","0.025342994238897","0.022472766467502","0.052997550941706","0.015909421411594","97"
"0.02596439242855","0.030530898022275","0.051244250204337","0.017517990098968","0.023229403346103","0.019570189434162","0.053034079948981","0.013000755101517","0.028295902060877","0.023140427175716","0.055830594556437","0.017729827473515","96.5"
"0.024782455975109","0.03002239451028","0.049571282586473","0.014849905387281","0.026909649207258","0.019658685641847","0.055692878293544","0.014805075167697","0.026685178335267","0.022548512298758","0.053612881850593","0.015118095063247","96.2"
"0.025560663828359","0.03052656418541","0.050690354458285","0.017683570834096","0.023187899090844","0.020305106106443","0.052647591894345","0.012754233003886","0.026990134722913","0.022979439412208","0.053010971776306","0.0168461181481","97"
"0.024137325266753","0.029523597313831","0.050085614296997","0.015437757714967","0.023292130196331","0.019415853925057","0.053407130309004","0.0130239787805","0.025435977870328","0.02076776049093","0.052320800007078","0.013606108564831","97"
"0.034259283717008","0.039221114873118","0.055210334231665","0.040195045982659","0.029846490204547","0.026847080662136","0.053532040654517","0.023470266465629","0.026006679510516","0.020908829400084","0.051978241170253","0.015566532617763","97"
"0.022976666117815","0.023140568194455","0.048326968799286","0.014338790849619","0.020763037618253","0.015653601356102","0.051190860262914","0.01057643322417","0.022781131463323","0.017575581052562","0.051531497461706","0.012370543610477","96"
"0.036356641339637","0.04410186540522","0.049692147246702","0.029131875376804","0.035733527438548","0.030699765918175","0.059154000561698","0.024967998748693","0.030099174164267","0.028852392510011","0.053809486551629","0.023902968097076","94.5"
"0.044201304780277","0.053927546100611","0.060060704350966","0.048746873548464","0.030437221152515","0.028096056577533","0.058060439810631","0.029194287284014","0.040886411428412","0.040213576334425","0.066946542414399","0.040829023990265","96.4"
"0.029338176392706","0.035019227383559","0.049170771112945","0.021398760844877","0.033846114459926","0.026758086021743","0.05854477350524","0.024342113583213","0.028009154147262","0.024377521386688","0.054250386041562","0.019005208019271","96.5"
"0.028049508871685","0.032968270523734","0.048983570711661","0.018447583204766","0.024262235449885","0.019722125379169","0.052017035783198","0.01342216201245","0.026160555525793","0.022959099484804","0.053148842400062","0.017182552086545","96.7"
"0.029291739453801","0.034423977687595","0.043728428678912","0.022906074010033","0.029075843357174","0.031509533168868","0.049634814190167","0.02933059102268","0.026784277955634","0.028397727376855","0.050045248733806","0.028983742008943","93.1"
"0.032648954597137","0.039510521042312","0.047495879080008","0.030508876154965","0.029059593155279","0.02870031239265","0.049217961807229","0.025117096396325","0.02644449956804","0.026463685687375","0.049027902697613","0.022522470921668","93.55"
"0.027905407551213","0.03405087897002","0.04414606993312","0.026005678701313","0.030446816295069","0.030460894180341","0.050161159758235","0.027423896262026","0.025369682573434","0.026298668123317","0.048523506864074","0.021700920873285","94"
"0.025353944419718","0.030810856754679","0.042940115804301","0.018277956767809","0.029949609766319","0.030113634606025","0.049228262622678","0.026136579882926","0.025833487342439","0.025304996924534","0.049149179999935","0.017600236219666","94"
"0.026200662909524","0.032110799851272","0.043234138347167","0.018347780087435","0.026203624746307","0.02569367004108","0.047499277321369","0.019847576613572","0.025583664513839","0.024463877701252","0.048558690758453","0.017123110292644","94.45"
"0.025338837011278","0.029918558147864","0.043140976141087","0.016662241457612","0.02923551379856","0.030335765122889","0.047426781883973","0.020678769473645","0.024202914298461","0.02373296585381","0.047659101944727","0.015014103248981","94.85"
"0.030933700815224","0.037592086063858","0.048387393702045","0.034768149877532","0.04712330863226","0.052878419033502","0.071686615912046","0.064957194962811","0.031872261646346","0.035924407174598","0.05290528443702","0.040289671948719","96.35"
"0.049544555771951","0.062639700745024","0.072852663707602","0.08093864082246","0.070446265533176","0.080173748521089","0.099711819610357","0.098903750488466","0.061297920369461","0.060628532547234","0.097480359569254","0.076486783102099","96.6"
"0.0566194266327","0.069819923392953","0.076142276894712","0.072998974081439","0.053558361060493","0.066566237353376","0.065278054875527","0.067822616158269","0.080355608680417","0.090475634165073","0.10114141197317","0.098177642867117","94.45"
"0.026143752046082","0.032920618365056","0.043090843001265","0.024395375470994","0.028573340871215","0.030292182931607","0.048700926361553","0.026844102378354","0.02508703913457","0.026515647051213","0.047435220807341","0.019736725389695","96.35"
"0.02504699965645","0.031135838779291","0.041185536045182","0.018355671062008","0.023498289781325","0.023086729070602","0.045687933747129","0.014826325916895","0.022831507635429","0.022523287048208","0.046987801130122","0.014373620418817","97"
"0.029756260498886","0.033847080481637","0.044358373814662","0.024602075297875","0.028726607757771","0.029052384541811","0.048431537334173","0.02413817189595","0.022425188559034","0.023383185298525","0.046828657898128","0.015494108220807","96.8"
"0.097170399542474","0.13187761090186","0.083733797863167","0.095557547597579","0.053760720192945","0.053802855169058","0.081533100981815","0.066043189906072","0.067834999612494","0.069622712282592","0.090214454388405","0.084338946324463","97.3"
"0.030537552813768","0.037982474659555","0.044280587087842","0.021299057128687","0.023426251525885","0.01812870823034","0.050430348308469","0.013776041849897","0.026342194695358","0.024070358471675","0.048987512388818","0.01887480630116","97"
"0.02826770361024","0.033935729015007","0.044468167853629","0.0162640695216","0.023586022531035","0.02032939768349","0.048730034541354","0.012921115203094","0.029576306046895","0.022993499217221","0.052959868339367","0.018127393821491","96.65"
"0.028285966403958","0.035713862606166","0.044068444296264","0.017140278320292","0.023340079925758","0.020269400721383","0.049125629795896","0.012817448722664","0.027146655087832","0.026918814069937","0.048895988248532","0.01760048489014","94.75"
"0.0271308301624","0.033668433218192","0.043489264641023","0.015557011730173","0.023573387160344","0.019153533271805","0.049532686637328","0.012540527072865","0.02836938802412","0.02565698012901","0.049880563149675","0.018909085658599","93.3"
"0.029328006002543","0.036741183531537","0.044874247032875","0.020126632874993","0.025241372012472","0.020285869944681","0.050452975194","0.013977373176214","0.028690480448793","0.026304882226091","0.053027166188758","0.025040766974688","92.6"
"0.069713597461517","0.092729814884026","0.079131655166879","0.084375317837419","0.052174354169239","0.039751695359951","0.090692294460269","0.051890868807377","0.044631584171226","0.041031673268717","0.069892828586995","0.057712950346189","97"
"0.034619725692529","0.043035987917719","0.047912887789032","0.033044922931116","0.026076805168877","0.022823777554937","0.049691593824647","0.016160720517485","0.034479732401727","0.028944887902515","0.065115005453396","0.039495523043611","96.75"
"0.025483931347543","0.031026603707762","0.043019153348152","0.013425433700716","0.022465126045689","0.018658885982172","0.048725562578567","0.01346956936242","0.028163123463635","0.022254367404901","0.053418473115149","0.020704509158288","94.75"
"0.036781738431683","0.048527490778057","0.046100234349495","0.025518756396606","0.025651201834067","0.021728217528501","0.049379101790638","0.014101318652309","0.036095395558311","0.032662351593212","0.057797713230184","0.029164374458624","91.5"
"0.033490441279435","0.042806014400378","0.046257007265988","0.023142736379572","0.026804970155354","0.021488697521946","0.052066264080027","0.015926017538898","0.027801119265314","0.022398044990767","0.052215761004269","0.017434694179053","95.5"
"0.030332937610884","0.038938880601236","0.044979450875974","0.020599739127175","0.024967985888702","0.021055761017115","0.050006194979736","0.013971066245135","0.023078817554521","0.020823062847879","0.048836606192033","0.014803609274012","95.45"
"0.021326461274655","0.022850311846221","0.054714458071499","0.020029000598228","0.02138631710243","0.019853920280718","0.05203121783959","0.01418781318557","0.02916152474976","0.025334940757421","0.056501342292715","0.022318146977835","97"
"0.021955347171543","0.026041439094599","0.0524356493497","0.014655291093113","0.02448871239334","0.023952240804225","0.052823058818159","0.017799561372045","0.026432374377853","0.026310337812236","0.05549798405303","0.024862578829067","96.2"
"0.019183157469603","0.022748863163057","0.051501874981915","0.011485898312998","0.020905626220872","0.017843766146002","0.052261008065634","0.011829489092642","0.025056818273765","0.022684612643123","0.054784174175402","0.021106253213145","96.4"
"0.019815306865574","0.022203396068368","0.052368281226346","0.011111410677028","0.021923800645028","0.019853996912781","0.052466164068736","0.014179032724751","0.030308041663541","0.029816999939209","0.057339179996272","0.025632954850228","96.6"
"0.41873347059622","0.013861016464741","0.46299014392732","0.03440712369507","0.41989095391742","0.0092218898986424","0.46269739139339","0.022249330104978","0.4166459953183","0.011994190389317","0.4633901583573","0.029827537770762","96.65"
"0.021666057077315","0.024183992348799","0.051080934764253","0.013057596474672","0.021004407641236","0.020112390111473","0.050847153230668","0.015029391467349","0.035855985919925","0.030762442885855","0.057492619043521","0.027643367008302","96.25"
"0.036942650674071","0.046258790609652","0.061165399820236","0.044634120597184","0.035144434223718","0.034822776488468","0.063801827237047","0.038326259876418","0.050126924091119","0.048836783967025","0.068874764486074","0.042662396458534","97.5"
"0.021431352204438","0.023742539479862","0.053170430167736","0.013825927992062","0.021317079424496","0.018361142288775","0.055284022372687","0.017060651784737","0.02938944453011","0.026273542089148","0.057178962663745","0.021686720549814","96.3"
"0.023560375363503","0.02806900464357","0.052804357214256","0.014951460066798","0.020649403551659","0.017981958632233","0.054363358530608","0.012501403606073","0.042407832885633","0.035142440848054","0.071708424753979","0.040437112400091","94"
"0.030312962923467","0.037916801055641","0.055896442193154","0.034206045729667","0.022495567934892","0.020499184599307","0.057016725244931","0.023967247466416","0.04320595267138","0.043660646798219","0.071711085450123","0.051522602783174","93"
"0.023742503124449","0.027749108175226","0.052435865696332","0.011149567253534","0.020427126331426","0.014680028111442","0.055533748845276","0.010822902652596","0.031066102845323","0.030357476946051","0.055366265459371","0.022307365785263","96"
"0.023289128473487","0.02854113816691","0.052320737334558","0.012904245274976","0.018028394554289","0.015558494194489","0.05387000661679","0.01122387893553","0.030870186483324","0.028591380468618","0.058885388756135","0.026332608370349","95"
"0.045102480933532","0.058665340435659","0.056036929964257","0.050483387328598","0.044171742492786","0.045719589722445","0.056563054418358","0.038674042571794","0.03846978247964","0.04008239974081","0.056097341852668","0.031067723994976","95.75"
